"Line","Column","Message","Extent","RuleName","Severity","ScriptName","ScriptPath","RuleSuppressionID","SuggestedCorrections","IsSuppressed"
"14507","71","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"14599","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"14655","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"14705","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"14712","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"16080","6","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"16111","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"5559","30","Invoke-Expression is used. Please remove Invoke-Expression from script and find other options instead.","Invoke-Expression $Command 2>&1","PSAvoidUsingInvokeExpression","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"7104","14","The cmdlet 'Parse-LogEntry' uses an unapproved verb.","Parse-LogEntry","PSUseApprovedVerbs","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"7128","14","The cmdlet 'Parse-StructuredLogEntry' uses an unapproved verb.","Parse-StructuredLogEntry","PSUseApprovedVerbs","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"693","10","The cmdlet 'Get-AvailablePackageManagers' uses a plural noun. A singular noun should be used instead.","Get-AvailablePackageManagers","PSUseSingularNouns","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1","Get-AvailablePackageManagers","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"865","14","The cmdlet 'Compare-Hashtables' uses a plural noun. A singular noun should be used instead.","Compare-Hashtables","PSUseSingularNouns","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1","Compare-Hashtables","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"1344","10","The cmdlet 'Get-AitherConfigs' uses a plural noun. A singular noun should be used instead.","Get-AitherConfigs","PSUseSingularNouns","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1","Get-AitherConfigs","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"2844","18","The cmdlet 'Show-ProjectMetrics' uses a plural noun. A singular noun should be used instead.","Show-ProjectMetrics","PSUseSingularNouns","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1","Show-ProjectMetrics","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"2881","18","The cmdlet 'Show-TestResults' uses a plural noun. A singular noun should be used instead.","Show-TestResults","PSUseSingularNouns","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1","Show-TestResults","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"2919","18","The cmdlet 'Show-RecentLogs' uses a plural noun. A singular noun should be used instead.","Show-RecentLogs","PSUseSingularNouns","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1","Show-RecentLogs","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"4231","18","The cmdlet 'Get-ScriptMetadata' uses a plural noun. A singular noun should be used instead.","Get-ScriptMetadata","PSUseSingularNouns","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1","Get-ScriptMetadata","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"4574","10","The cmdlet 'Get-AitherScriptMetadata' uses a plural noun. A singular noun should be used instead.","Get-AitherScriptMetadata","PSUseSingularNouns","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1","Get-AitherScriptMetadata","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"5148","18","The cmdlet 'Get-ScriptParameters' uses a plural noun. A singular noun should be used instead.","Get-ScriptParameters","PSUseSingularNouns","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1","Get-ScriptParameters","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"5211","18","The cmdlet 'Format-Arguments' uses a plural noun. A singular noun should be used instead.","Format-Arguments","PSUseSingularNouns","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1","Format-Arguments","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"6452","10","The cmdlet 'Export-AitherMetrics' uses a plural noun. A singular noun should be used instead.","Export-AitherMetrics","PSUseSingularNouns","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1","Export-AitherMetrics","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"7376","10","The cmdlet 'Get-AitherMetrics' uses a plural noun. A singular noun should be used instead.","Get-AitherMetrics","PSUseSingularNouns","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1","Get-AitherMetrics","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"7441","10","The cmdlet 'Import-AitherMetrics' uses a plural noun. A singular noun should be used instead.","Import-AitherMetrics","PSUseSingularNouns","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1","Import-AitherMetrics","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"7540","10","The cmdlet 'Register-AitherMetrics' uses a plural noun. A singular noun should be used instead.","Register-AitherMetrics","PSUseSingularNouns","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1","Register-AitherMetrics","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"12696","10","The cmdlet 'Add-AitherPathEntries' uses a plural noun. A singular noun should be used instead.","Add-AitherPathEntries","PSUseSingularNouns","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1","Add-AitherPathEntries","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"16273","10","The cmdlet 'Get-AitherTestResults' uses a plural noun. A singular noun should be used instead.","Get-AitherTestResults","PSUseSingularNouns","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1","Get-AitherTestResults","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"16364","10","The cmdlet 'Invoke-AitherTests' uses a plural noun. A singular noun should be used instead.","Invoke-AitherTests","PSUseSingularNouns","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1","Invoke-AitherTests","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"10170","5","Parameter '$CredentialName' should not use String type but either SecureString or PSCredential, otherwise it increases the chance to expose this sensitive information.","[Parameter()]
    [string]$CredentialName","PSAvoidUsingPlainTextForPassword","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1","CredentialName","System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"10510","9","Parameter '$CredentialName' should not use String type but either SecureString or PSCredential, otherwise it increases the chance to expose this sensitive information.","[Parameter(HelpMessage = ""Name of a stored credential to use."")]
        [string]$CredentialName","PSAvoidUsingPlainTextForPassword","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1","CredentialName","System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"10741","9","Parameter '$CredentialName' should not use String type but either SecureString or PSCredential, otherwise it increases the chance to expose this sensitive information.","[Parameter(HelpMessage = ""Name of a stored credential to use."")]
        [string]$CredentialName","PSAvoidUsingPlainTextForPassword","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1","CredentialName","System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
,,"Missing BOM encoding for non-ASCII encoded file 'AitherZero.psm1'",,"PSUseBOMForUnicodeEncodedFile","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"11454","58","File 'AitherZero.psm1' uses ConvertTo-SecureString with plaintext. This will expose secure information. Encrypted standard strings should be used instead.","ConvertTo-SecureString -AsPlainText","PSAvoidUsingConvertToSecureStringWithPlainText","Error","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1","ConvertTo-SecureString",,"False"
"11472","54","File 'AitherZero.psm1' uses ConvertTo-SecureString with plaintext. This will expose secure information. Encrypted standard strings should be used instead.","ConvertTo-SecureString -AsPlainText","PSAvoidUsingConvertToSecureStringWithPlainText","Error","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1","ConvertTo-SecureString",,"False"
"265","9","The cmdlet 'ConvertFrom-SecureStringSecurely' returns an object of type 'System.String' but this type is not declared in the OutputType attribute.","return [string]::Empty","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"425","5","The cmdlet 'Initialize-AutomationScript' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","return @{
        GetConfig = {
            if (Get-Command Get-AitherConfigs -ErrorAction SilentlyContinue) {
                Get-AitherConfigs @args
            } else {
                Write-Warning ""Get-AitherConfigs function not available""
                $null
            }
        }
        StopTranscript = {
            if ($script:AutomationTranscriptPath) {
                try {
                    Stop-Transcript | Out-Null
                    if (Get-Command Write-AitherLog -ErrorAction SilentlyContinue) {
                        Write-AitherLog -Message ""Transcript logging stopped"" -Level 'Information' -Source 'AutomationScript'
                    }
                }
                catch {
                    # Ignore errors stopping transcript
                }
            }
        }
    }","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"504","13","The cmdlet 'Invoke-FunctionScript' returns an object of type 'System.Management.Automation.ScriptBlock' but this type is not declared in the OutputType attribute.","return [scriptblock]::Create($wrappedContent)","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"508","13","The cmdlet 'Invoke-FunctionScript' returns an object of type 'System.Management.Automation.ScriptBlock' but this type is not declared in the OutputType attribute.","return [scriptblock]::Create("". '$Path'"")","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"2252","13","The cmdlet 'Set-AitherEnvironmentConfig' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","return @{}","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"2268","13","The cmdlet 'Set-AitherEnvironmentConfig' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","return @{}","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"2384","9","The cmdlet 'Set-AitherEnvironmentConfig' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","return @{
            Success = $true
            AppliedChanges = $appliedChanges
            DryRun = $DryRun.IsPresent
        }","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"2473","13","The cmdlet 'Complete-AitherDashboard' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","return @{}","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"2602","13","The cmdlet 'Initialize-AitherDashboard' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","return @{}","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"3150","13","The cmdlet 'New-AitherDeploymentArtifact' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","return @{}","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"4387","17","The cmdlet 'Get-AitherScript' returns an object of type 'System.Object[]' but this type is not declared in the OutputType attribute.","return @()","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"4632","9","The cmdlet 'Get-AitherScriptMetadata' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","return @{
            Stage = 'Unknown'
            Dependencies = @()
            Description = ''
            Category = ''
            Tags = @()
        }","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"5565","17","The cmdlet 'Get-AitherSoftwareVersion' returns an object of type 'System.String' but this type is not declared in the OutputType attribute.","return ""Version check not available for $SoftwareName""","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"5572","13","The cmdlet 'Get-AitherSoftwareVersion' returns an object of type 'System.String' but this type is not declared in the OutputType attribute.","return ""Could not determine version""","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"5575","9","The cmdlet 'Get-AitherSoftwareVersion' returns an object of type 'System.String' but this type is not declared in the OutputType attribute.","return ""Error checking version: $_""","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"5629","17","The cmdlet 'Install-AitherPackage' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","return @{ Success = $true; PackageManager = $pm.Name; Status = 'Already Installed' }","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"5669","25","The cmdlet 'Install-AitherPackage' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","return @{ Success = $true; PackageManager = $pm.Name; Status = 'Installed' }","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"5709","9","The cmdlet 'Get-AitherMCPConfig' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","return @{ mcpServers = @{} }","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"7242","17","The cmdlet 'Get-AitherLog' returns an object of type 'System.Object[]' but this type is not declared in the OutputType attribute.","return @()","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"7397","9","The cmdlet 'Get-AitherMetrics' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","return @{}","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"7461","13","The cmdlet 'Import-AitherMetrics' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","return @{}","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"7472","13","The cmdlet 'Import-AitherMetrics' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","return @{}","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"7492","9","The cmdlet 'Import-AitherMetrics' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","return @{}","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"7788","13","The cmdlet 'Search-AitherLog' returns an object of type 'System.Object[]' but this type is not declared in the OutputType attribute.","return @()","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"8188","21","The cmdlet 'Get-AitherOrchestrationStatus' returns an object of type 'System.Object[]' but this type is not declared in the OutputType attribute.","return @()","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"8447","13","The cmdlet 'Get-AitherPlaybook' returns an object of type 'System.Object[]' but this type is not declared in the OutputType attribute.","return @()","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"8601","13","The cmdlet 'Get-AitherSchedule' returns an object of type 'System.Object[]' but this type is not declared in the OutputType attribute.","return @()","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"11606","13","The cmdlet 'Get-AitherCredentialList' returns an object of type 'System.Object[]' but this type is not declared in the OutputType attribute.","return @()","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"11615","13","The cmdlet 'Get-AitherCredentialList' returns an object of type 'System.Object[]' but this type is not declared in the OutputType attribute.","return @()","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"11624","13","The cmdlet 'Get-AitherCredentialList' returns an object of type 'System.Object[]' but this type is not declared in the OutputType attribute.","return @()","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"11878","13","The cmdlet 'Get-AitherSSHKey' returns an object of type 'System.Object[]' but this type is not declared in the OutputType attribute.","return @()","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"13647","9","The cmdlet 'Get-AitherProject' returns an object of type 'System.Object[]' but this type is not declared in the OutputType attribute.","return @()","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"13660","5","The cmdlet 'Get-AitherProject' returns an object of type 'System.Object[]' but this type is not declared in the OutputType attribute.","return @()","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"14241","13","The cmdlet 'Get-AitherWindowsDeveloperMode' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","return @{
                Enabled = ($value.$regKey -eq 1)
                RegistryPath = $regPath
                RegistryKey = $regKey
                CurrentValue = $value.$regKey
            }","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"14249","13","The cmdlet 'Get-AitherWindowsDeveloperMode' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","return @{
                Enabled = $false
                RegistryPath = $regPath
                RegistryKey = $regKey
                CurrentValue = $null
            }","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"14311","13","The cmdlet 'Get-AitherWindowsLongPath' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","return @{
                Enabled = ($value.$regKey -eq 1)
                RegistryPath = $regPath
                RegistryKey = $regKey
                CurrentValue = $value.$regKey
            }","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"14319","13","The cmdlet 'Get-AitherWindowsLongPath' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","return @{
                Enabled = $false
                RegistryPath = $regPath
                RegistryKey = $regKey
                CurrentValue = $null
            }","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"16342","9","The cmdlet 'Get-AitherTestResults' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","return @{
            TotalTests = 0
            PassedTests = 0
            FailedTests = 0
            SkippedTests = 0
            Duration = 0
            Coverage = 0
            ResultFiles = @()
        }","PSUseOutputTypeCorrectly","Information","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"648","9","File 'AitherZero.psm1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""$prefix [$timestamp] $Source`: $Message"" -ForegroundColor $color","PSAvoidUsingWriteHost","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"651","13","File 'AitherZero.psm1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""  Exception: $($Exception.ToString())"" -ForegroundColor $color","PSAvoidUsingWriteHost","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"960","9","File 'AitherZero.psm1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""`n=== Configuration Comparison ==="" -ForegroundColor Cyan","PSAvoidUsingWriteHost","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"961","9","File 'AitherZero.psm1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""Config1: $Config1"" -ForegroundColor Gray","PSAvoidUsingWriteHost","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"962","9","File 'AitherZero.psm1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""Config2: $Config2"" -ForegroundColor Gray","PSAvoidUsingWriteHost","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"963","9","File 'AitherZero.psm1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host """"","PSAvoidUsingWriteHost","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"966","13","File 'AitherZero.psm1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""No differences found."" -ForegroundColor Green","PSAvoidUsingWriteHost","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"973","13","File 'AitherZero.psm1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""Summary:"" -ForegroundColor Cyan","PSAvoidUsingWriteHost","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"974","13","File 'AitherZero.psm1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""  Added: $added"" -ForegroundColor Green","PSAvoidUsingWriteHost","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"975","13","File 'AitherZero.psm1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""  Removed: $removed"" -ForegroundColor Red","PSAvoidUsingWriteHost","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"976","13","File 'AitherZero.psm1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""  Changed: $changed"" -ForegroundColor Yellow","PSAvoidUsingWriteHost","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
"977","13","File 'AitherZero.psm1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host """"","PSAvoidUsingWriteHost","Warning","AitherZero.psm1","E:\AitherZero-Internal\AitherZero\bin\AitherZero.psm1",,,"False"
