"Line","Column","Message","Extent","RuleName","Severity","ScriptName","ScriptPath","RuleSuppressionID","SuggestedCorrections","IsSuppressed"
"23","59","File 'post-tool-use.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host","PSAvoidUsingWriteHost","Warning","post-tool-use.ps1","E:\AitherZero-Internal\.claude\hooks\post-tool-use.ps1",,,"False"
"40","9","File 'post-tool-use.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host $logEntry","PSAvoidUsingWriteHost","Warning","post-tool-use.ps1","E:\AitherZero-Internal\.claude\hooks\post-tool-use.ps1",,,"False"
"293","59","File 'post-tool-use.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host","PSAvoidUsingWriteHost","Warning","post-tool-use.ps1","E:\AitherZero-Internal\.claude\hooks\post-tool-use.ps1",,,"False"
"299","59","File 'post-tool-use.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host","PSAvoidUsingWriteHost","Warning","post-tool-use.ps1","E:\AitherZero-Internal\.claude\hooks\post-tool-use.ps1",,,"False"
"66","39","The variable '$FilePath' is not declared within this ScriptBlock, and is missing the 'Using:' scope modifier.","$FilePath","PSUseUsingScopeModifierInNewRunspaces","Warning","post-tool-use.ps1","E:\AitherZero-Internal\.claude\hooks\post-tool-use.ps1","PSUseUsingScopeModifierInNewRunspaces","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"66","50","The variable '$ProjectDir' is not declared within this ScriptBlock, and is missing the 'Using:' scope modifier.","$ProjectDir","PSUseUsingScopeModifierInNewRunspaces","Warning","post-tool-use.ps1","E:\AitherZero-Internal\.claude\hooks\post-tool-use.ps1","PSUseUsingScopeModifierInNewRunspaces","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"67","46","The variable '$ProjectDir' is not declared within this ScriptBlock, and is missing the 'Using:' scope modifier.","$ProjectDir","PSUseUsingScopeModifierInNewRunspaces","Warning","post-tool-use.ps1","E:\AitherZero-Internal\.claude\hooks\post-tool-use.ps1","PSUseUsingScopeModifierInNewRunspaces","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"117","51","The variable '$ProjectDir' is not declared within this ScriptBlock, and is missing the 'Using:' scope modifier.","$ProjectDir","PSUseUsingScopeModifierInNewRunspaces","Warning","post-tool-use.ps1","E:\AitherZero-Internal\.claude\hooks\post-tool-use.ps1","PSUseUsingScopeModifierInNewRunspaces","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"117","64","The variable '$ScriptPath' is not declared within this ScriptBlock, and is missing the 'Using:' scope modifier.","$ScriptPath","PSUseUsingScopeModifierInNewRunspaces","Warning","post-tool-use.ps1","E:\AitherZero-Internal\.claude\hooks\post-tool-use.ps1","PSUseUsingScopeModifierInNewRunspaces","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"118","58","The variable '$ProjectDir' is not declared within this ScriptBlock, and is missing the 'Using:' scope modifier.","$ProjectDir","PSUseUsingScopeModifierInNewRunspaces","Warning","post-tool-use.ps1","E:\AitherZero-Internal\.claude\hooks\post-tool-use.ps1","PSUseUsingScopeModifierInNewRunspaces","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"119","58","The variable '$ScriptPath' is not declared within this ScriptBlock, and is missing the 'Using:' scope modifier.","$ScriptPath","PSUseUsingScopeModifierInNewRunspaces","Warning","post-tool-use.ps1","E:\AitherZero-Internal\.claude\hooks\post-tool-use.ps1","PSUseUsingScopeModifierInNewRunspaces","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"274","27","The variable '$ProjectDir' is not declared within this ScriptBlock, and is missing the 'Using:' scope modifier.","$ProjectDir","PSUseUsingScopeModifierInNewRunspaces","Warning","post-tool-use.ps1","E:\AitherZero-Internal\.claude\hooks\post-tool-use.ps1","PSUseUsingScopeModifierInNewRunspaces","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"275","34","The variable '$ProjectDir' is not declared within this ScriptBlock, and is missing the 'Using:' scope modifier.","$ProjectDir","PSUseUsingScopeModifierInNewRunspaces","Warning","post-tool-use.ps1","E:\AitherZero-Internal\.claude\hooks\post-tool-use.ps1","PSUseUsingScopeModifierInNewRunspaces","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"16","1","File 'pre-commit.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""🔍 Claude Pre-Commit Hook: Enforcing orchestrated workflow..."" -ForegroundColor Cyan","PSAvoidUsingWriteHost","Warning","pre-commit.ps1","E:\AitherZero-Internal\.claude\hooks\pre-commit.ps1",,,"False"
"20","5","File 'pre-commit.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""✅ CI environment detected, skipping orchestration check"" -ForegroundColor Green","PSAvoidUsingWriteHost","Warning","pre-commit.ps1","E:\AitherZero-Internal\.claude\hooks\pre-commit.ps1",,,"False"
"27","5","File 'pre-commit.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""❌ Commits must use orchestrated playbook workflow!"" -ForegroundColor Red","PSAvoidUsingWriteHost","Warning","pre-commit.ps1","E:\AitherZero-Internal\.claude\hooks\pre-commit.ps1",,,"False"
"28","5","File 'pre-commit.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""Please use: ./Start-AitherZero.ps1 -Mode Orchestrate -Playbook claude-commit-workflow"" -ForegroundColor Yellow","PSAvoidUsingWriteHost","Warning","pre-commit.ps1","E:\AitherZero-Internal\.claude\hooks\pre-commit.ps1",,,"False"
"42","1","File 'pre-commit.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""✅ Orchestration verified"" -ForegroundColor Green","PSAvoidUsingWriteHost","Warning","pre-commit.ps1","E:\AitherZero-Internal\.claude\hooks\pre-commit.ps1",,,"False"
"12","13","The parameter 'CommitMessage' has been declared but not used.","$CommitMessage","PSReviewUnusedParameter","Warning","pre-commit.ps1","E:\AitherZero-Internal\.claude\hooks\pre-commit.ps1","CommitMessage",,"False"
"13","13","The parameter 'Branch' has been declared but not used.","$Branch","PSReviewUnusedParameter","Warning","pre-commit.ps1","E:\AitherZero-Internal\.claude\hooks\pre-commit.ps1","Branch",,"False"
,,"Missing BOM encoding for non-ASCII encoded file 'pre-commit.ps1'",,"PSUseBOMForUnicodeEncodedFile","Warning","pre-commit.ps1","E:\AitherZero-Internal\.claude\hooks\pre-commit.ps1",,,"False"
"24","56","File 'pre-tool-use.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host","PSAvoidUsingWriteHost","Warning","pre-tool-use.ps1","E:\AitherZero-Internal\.claude\hooks\pre-tool-use.ps1",,,"False"
"41","9","File 'pre-tool-use.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host $logEntry","PSAvoidUsingWriteHost","Warning","pre-tool-use.ps1","E:\AitherZero-Internal\.claude\hooks\pre-tool-use.ps1",,,"False"
"306","9","File 'pre-tool-use.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host $response","PSAvoidUsingWriteHost","Warning","pre-tool-use.ps1","E:\AitherZero-Internal\.claude\hooks\pre-tool-use.ps1",,,"False"
"316","9","File 'pre-tool-use.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host $response","PSAvoidUsingWriteHost","Warning","pre-tool-use.ps1","E:\AitherZero-Internal\.claude\hooks\pre-tool-use.ps1",,,"False"
"321","60","File 'pre-tool-use.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host","PSAvoidUsingWriteHost","Warning","pre-tool-use.ps1","E:\AitherZero-Internal\.claude\hooks\pre-tool-use.ps1",,,"False"
"328","56","File 'pre-tool-use.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host","PSAvoidUsingWriteHost","Warning","pre-tool-use.ps1","E:\AitherZero-Internal\.claude\hooks\pre-tool-use.ps1",,,"False"
,,"Missing BOM encoding for non-ASCII encoded file 'pre-tool-use.ps1'",,"PSUseBOMForUnicodeEncodedFile","Warning","pre-tool-use.ps1","E:\AitherZero-Internal\.claude\hooks\pre-tool-use.ps1",,,"False"
"187","11","Empty catch block is used. Please use Write-Error or throw statements in catch blocks.","catch {
            # Ignore automation script discovery errors
        }","PSAvoidUsingEmptyCatchBlock","Warning","session-start.ps1","E:\AitherZero-Internal\.claude\hooks\session-start.ps1",,,"False"
"217","11","Empty catch block is used. Please use Write-Error or throw statements in catch blocks.","catch {
            # Ignore playbook discovery errors
        }","PSAvoidUsingEmptyCatchBlock","Warning","session-start.ps1","E:\AitherZero-Internal\.claude\hooks\session-start.ps1",,,"False"
"265","11","Empty catch block is used. Please use Write-Error or throw statements in catch blocks.","catch {
            # Ignore if we can't read project state
        }","PSAvoidUsingEmptyCatchBlock","Warning","session-start.ps1","E:\AitherZero-Internal\.claude\hooks\session-start.ps1",,,"False"
,,"Missing BOM encoding for non-ASCII encoded file 'session-start.ps1'",,"PSUseBOMForUnicodeEncodedFile","Warning","session-start.ps1","E:\AitherZero-Internal\.claude\hooks\session-start.ps1",,,"False"
"33","9","File 'session-start.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host $logEntry","PSAvoidUsingWriteHost","Warning","session-start.ps1","E:\AitherZero-Internal\.claude\hooks\session-start.ps1",,,"False"
"278","5","File 'session-start.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host $response","PSAvoidUsingWriteHost","Warning","session-start.ps1","E:\AitherZero-Internal\.claude\hooks\session-start.ps1",,,"False"
"39","9","File 'subagent-stop.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host $logEntry","PSAvoidUsingWriteHost","Warning","subagent-stop.ps1","E:\AitherZero-Internal\.claude\hooks\subagent-stop.ps1",,,"False"
"353","31","The variable '$ProjectDir' is not declared within this ScriptBlock, and is missing the 'Using:' scope modifier.","$ProjectDir","PSUseUsingScopeModifierInNewRunspaces","Warning","subagent-stop.ps1","E:\AitherZero-Internal\.claude\hooks\subagent-stop.ps1","PSUseUsingScopeModifierInNewRunspaces","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"354","38","The variable '$ProjectDir' is not declared within this ScriptBlock, and is missing the 'Using:' scope modifier.","$ProjectDir","PSUseUsingScopeModifierInNewRunspaces","Warning","subagent-stop.ps1","E:\AitherZero-Internal\.claude\hooks\subagent-stop.ps1","PSUseUsingScopeModifierInNewRunspaces","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"66","21","The variable 'criticalIssues' is assigned but never used.","$criticalIssues","PSUseDeclaredVarsMoreThanAssignments","Warning","subagent-stop.ps1","E:\AitherZero-Internal\.claude\hooks\subagent-stop.ps1","criticalIssues",,"False"
"228","11","Empty catch block is used. Please use Write-Error or throw statements in catch blocks.","catch {
            # Ignore git errors
        }","PSAvoidUsingEmptyCatchBlock","Warning","user-prompt-submit.ps1","E:\AitherZero-Internal\.claude\hooks\user-prompt-submit.ps1",,,"False"
"39","9","File 'user-prompt-submit.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host $logEntry","PSAvoidUsingWriteHost","Warning","user-prompt-submit.ps1","E:\AitherZero-Internal\.claude\hooks\user-prompt-submit.ps1",,,"False"
"270","9","File 'user-prompt-submit.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host $response","PSAvoidUsingWriteHost","Warning","user-prompt-submit.ps1","E:\AitherZero-Internal\.claude\hooks\user-prompt-submit.ps1",,,"False"
,,"Missing BOM encoding for non-ASCII encoded file 'user-prompt-submit.ps1'",,"PSUseBOMForUnicodeEncodedFile","Warning","user-prompt-submit.ps1","E:\AitherZero-Internal\.claude\hooks\user-prompt-submit.ps1",,,"False"
"235","9","File 'Activate.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host -NoNewline -ForegroundColor Green ""($_PYTHON_VENV_PROMPT_PREFIX) ""","PSAvoidUsingWriteHost","Warning","Activate.ps1","E:\AitherZero-Internal\AitherOS\agents\AitherZeroAutomationAgent\.venv\Scripts\Activate.ps1",,,"False"
"47","44","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Activate.ps1","E:\AitherZero-Internal\AitherOS\agents\AitherZeroAutomationAgent\.venv\Scripts\Activate.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"235","9","File 'Activate.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host -NoNewline -ForegroundColor Green ""($_PYTHON_VENV_PROMPT_PREFIX) ""","PSAvoidUsingWriteHost","Warning","Activate.ps1","E:\AitherZero-Internal\AitherOS\agents\InfrastructureAgent\.venv\Scripts\Activate.ps1",,,"False"
"47","44","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Activate.ps1","E:\AitherZero-Internal\AitherOS\agents\InfrastructureAgent\.venv\Scripts\Activate.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"47","44","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Activate.ps1","E:\AitherZero-Internal\AitherOS\agents\NarrativeAgent\.venv\Scripts\Activate.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"235","9","File 'Activate.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host -NoNewline -ForegroundColor Green ""($_PYTHON_VENV_PROMPT_PREFIX) ""","PSAvoidUsingWriteHost","Warning","Activate.ps1","E:\AitherZero-Internal\AitherOS\agents\NarrativeAgent\.venv\Scripts\Activate.ps1",,,"False"
"20","1","File 'download_instructions.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""Please download the following models and place them in your ComfyUI folders:"" -ForegroundColor Cyan","PSAvoidUsingWriteHost","Warning","download_instructions.ps1","E:\AitherZero-Internal\AitherOS\agents\NarrativeAgent\diagnostics\download_instructions.ps1",,,"False"
"22","1","File 'download_instructions.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""`n--- CHECKPOINTS ($CheckpointPath) ---"" -ForegroundColor Yellow","PSAvoidUsingWriteHost","Warning","download_instructions.ps1","E:\AitherZero-Internal\AitherOS\agents\NarrativeAgent\diagnostics\download_instructions.ps1",,,"False"
"23","1","File 'download_instructions.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""1. Unholy Desire Mix - Sinister Aesthetic (Illustrious)""","PSAvoidUsingWriteHost","Warning","download_instructions.ps1","E:\AitherZero-Internal\AitherOS\agents\NarrativeAgent\diagnostics\download_instructions.ps1",,,"False"
"24","1","File 'download_instructions.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""   Search on Civitai or use the filename: unholyDesireMix_v1.safetensors""","PSAvoidUsingWriteHost","Warning","download_instructions.ps1","E:\AitherZero-Internal\AitherOS\agents\NarrativeAgent\diagnostics\download_instructions.ps1",,,"False"
"26","1","File 'download_instructions.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""`n--- LORAS ($LoraPath) ---"" -ForegroundColor Yellow","PSAvoidUsingWriteHost","Warning","download_instructions.ps1","E:\AitherZero-Internal\AitherOS\agents\NarrativeAgent\diagnostics\download_instructions.ps1",,,"False"
"27","1","File 'download_instructions.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""1. Styles for Pony Diffusion V6 XL""","PSAvoidUsingWriteHost","Warning","download_instructions.ps1","E:\AitherZero-Internal\AitherOS\agents\NarrativeAgent\diagnostics\download_instructions.ps1",,,"False"
"28","1","File 'download_instructions.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""   Link: https://civitai.com/models/297619/styles-for-pony-diffusion-v6-xl""","PSAvoidUsingWriteHost","Warning","download_instructions.ps1","E:\AitherZero-Internal\AitherOS\agents\NarrativeAgent\diagnostics\download_instructions.ps1",,,"False"
"29","1","File 'download_instructions.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""   Filename: stylesForPony_v1.safetensors""","PSAvoidUsingWriteHost","Warning","download_instructions.ps1","E:\AitherZero-Internal\AitherOS\agents\NarrativeAgent\diagnostics\download_instructions.ps1",,,"False"
"31","1","File 'download_instructions.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""2. Disgusted Face (Illustrious/Pony/SD1.5)""","PSAvoidUsingWriteHost","Warning","download_instructions.ps1","E:\AitherZero-Internal\AitherOS\agents\NarrativeAgent\diagnostics\download_instructions.ps1",,,"False"
"32","1","File 'download_instructions.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""   Link: https://civitai.com/models/196908/disgusted-face-illustriousponysd15-or-goofy-ai""","PSAvoidUsingWriteHost","Warning","download_instructions.ps1","E:\AitherZero-Internal\AitherOS\agents\NarrativeAgent\diagnostics\download_instructions.ps1",,,"False"
"33","1","File 'download_instructions.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""   Filename: disgustedFace_v1.safetensors""","PSAvoidUsingWriteHost","Warning","download_instructions.ps1","E:\AitherZero-Internal\AitherOS\agents\NarrativeAgent\diagnostics\download_instructions.ps1",,,"False"
"35","1","File 'download_instructions.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""3. PornMaster Anime Illustrious Noob""","PSAvoidUsingWriteHost","Warning","download_instructions.ps1","E:\AitherZero-Internal\AitherOS\agents\NarrativeAgent\diagnostics\download_instructions.ps1",,,"False"
"36","1","File 'download_instructions.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""   Link: https://civitai.com/models/1033851/pornmaster-anime-illustrious-noob""","PSAvoidUsingWriteHost","Warning","download_instructions.ps1","E:\AitherZero-Internal\AitherOS\agents\NarrativeAgent\diagnostics\download_instructions.ps1",,,"False"
"37","1","File 'download_instructions.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""   Filename: pornmaster_v1.safetensors""","PSAvoidUsingWriteHost","Warning","download_instructions.ps1","E:\AitherZero-Internal\AitherOS\agents\NarrativeAgent\diagnostics\download_instructions.ps1",,,"False"
"39","1","File 'download_instructions.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""`nAfter downloading, click 'Refresh' in ComfyUI."" -ForegroundColor Green","PSAvoidUsingWriteHost","Warning","download_instructions.ps1","E:\AitherZero-Internal\AitherOS\agents\NarrativeAgent\diagnostics\download_instructions.ps1",,,"False"
"47","44","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Activate.ps1","E:\AitherZero-Internal\AitherOS\AitherNode\.venv\Scripts\Activate.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"235","9","File 'Activate.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host -NoNewline -ForegroundColor Green ""($_PYTHON_VENV_PROMPT_PREFIX) ""","PSAvoidUsingWriteHost","Warning","Activate.ps1","E:\AitherZero-Internal\AitherOS\AitherNode\.venv\Scripts\Activate.ps1",,,"False"
"4","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Start-Agent.ps1","E:\AitherZero-Internal\AitherOS\Start-Agent.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"7","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Start-Agent.ps1","E:\AitherZero-Internal\AitherOS\Start-Agent.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"10","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Start-Agent.ps1","E:\AitherZero-Internal\AitherOS\Start-Agent.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"13","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Start-Agent.ps1","E:\AitherZero-Internal\AitherOS\Start-Agent.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"16","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Start-Agent.ps1","E:\AitherZero-Internal\AitherOS\Start-Agent.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"19","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Start-Agent.ps1","E:\AitherZero-Internal\AitherOS\Start-Agent.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"22","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Start-Agent.ps1","E:\AitherZero-Internal\AitherOS\Start-Agent.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"25","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Start-Agent.ps1","E:\AitherZero-Internal\AitherOS\Start-Agent.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"28","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Start-Agent.ps1","E:\AitherZero-Internal\AitherOS\Start-Agent.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
